sample,patient,project,FAP13,matrix4,fib5,SenMayo,Troph_MMPplus,Troph_MMPminus,Telocyte_CAF
TCGA-CA-5254-01,TCGA-CA-5254,TCGA-COAD,0.07369274933887476,0.39073117197259805,0.2839240999987422,-0.48850996689599346,0.19367243764395278,0.4519469573324282,-0.19254407490893927
TCGA-CA-5255-01,TCGA-CA-5255,TCGA-COAD,-1.0931276091337379,-1.0886418254012817,-1.349194311308134,-0.23665084250421758,-0.6061142567757908,-0.6896980418543257,-0.35735955544302406
TCGA-CA-5256-01,TCGA-CA-5256,TCGA-COAD,-0.44980680060675576,-0.5720823439374121,-0.002641823511880603,-0.14868142686580224,-0.552962079474604,-0.6464819704622206,-0.1907282569020557
TCGA-CA-5796-01,TCGA-CA-5796,TCGA-COAD,-1.199225159856492,-1.5944364407755685,-0.8124190062983665,-0.2645467280509099,-1.104665005792647,-0.9516324654545127,-0.5723163273206665
TCGA-CA-5797-01,TCGA-CA-5797,TCGA-COAD,0.0945674485154526,0.14144231985246664,0.1994312598992321,-0.16799463035404555,-0.011495197108885568,0.07712948633647579,0.027795581220003068
TCGA-CA-6715-01,TCGA-CA-6715,TCGA-COAD,-0.5470283175412066,0.2903542869042095,-0.7221697337823988,-0.43301623588973964,-0.5242187312171331,-0.5679113399396138,-0.3253165093952898
TCGA-CA-6716-01,TCGA-CA-6716,TCGA-COAD,-0.029193999506900586,0.3756968026918324,0.3398950912578198,-0.4147940459190135,0.05239244313071667,0.10578220840906241,0.5095928716048244
TCGA-CA-6717-01,TCGA-CA-6717,TCGA-COAD,0.7674676847357055,0.5018765963665626,1.0765328052879055,0.36704350642955147,0.49623571333003813,0.8236121863427154,0.37163400034222643
TCGA-CA-6718-01,TCGA-CA-6718,TCGA-COAD,0.17277198867591875,0.6363081922412966,-0.15834491709023038,0.09502809528344974,0.31929035035925224,0.17784369252517332,-0.3042767202476864
TCGA-CA-6719-01,TCGA-CA-6719,TCGA-COAD,0.7374476258552952,0.6454130165690095,0.5336139489673741,0.2729761792970637,0.5928688947488986,0.7342431649084589,0.3552237362142621
TCGA-CK-4947-01,TCGA-CK-4947,TCGA-COAD,0.2532781458537266,0.07504883758629224,0.7902062542164319,0.14202576256145202,0.13850836988059903,0.2685218291998775,0.13073840413191407
TCGA-CK-4948-01,TCGA-CK-4948,TCGA-COAD,0.6735875830314632,0.8779465976065304,0.658610081134654,0.3548012816817083,0.763389491101042,0.5809087439202537,0.2890258492911429
TCGA-CK-4950-01,TCGA-CK-4950,TCGA-COAD,0.0810170645611559,-0.12026983220308501,0.04355405888761672,0.40012620719349185,-0.07173952075616953,-0.15646307892321532,0.06197414694226356
